Surface,NbrPieces,NbrChambres,NbrSdb,Prix,Type_Appartement,Type_Maison,DPE_A (< 50),DPE_B (51 à 90),DPE_C (91 à 150),DPE_D (151 à 230),DPE_E (231 à 330),DPE_F (331 à 450),DPE_Vierge,latitude,longitude
36.0,2.0,1.0,1.0,119000,True,False,False,False,False,False,False,False,True,48.912490578,2.384529976
100.0,100.0,4.0,1.0,685000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
100.0,100.0,4.0,1.0,685000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
137.0,6.0,4.0,3.0,337000,False,True,False,False,False,False,False,False,True,49.13001014,2.263254667
65.0,3.0,2.0,1.0,235000,True,False,False,False,False,False,False,False,True,48.845661019,2.787101817
52.0,2.0,1.0,1.0,460000,True,False,False,False,False,False,False,False,True,48.749986765,2.299028344
35.0,35.0,2.0,1.0,135000,True,False,False,False,False,False,False,False,True,48.932264849,2.399334869
72.0,4.0,2.0,1.0,239000,True,False,False,False,False,False,False,False,True,48.67802178,2.223002267
76.0,4.0,3.0,1.0,189000,True,False,False,False,False,False,False,False,True,48.890767137,2.639890249
53.0,3.0,2.0,1.0,185000,True,False,False,False,False,False,False,False,True,48.788118568,2.394516098
53.0,3.0,2.0,1.0,185000,True,False,False,False,False,False,False,False,True,48.788118568,2.394516098
50.0,2.0,1.0,1.0,135000,False,True,False,False,False,False,False,False,True,48.565555122,2.920094677
93.51015801354401,5.806741573033708,2.541371158392435,1.3101736972704714,215000,True,False,False,False,False,False,False,False,True,48.788118568,2.394516098
40.0,2.0,2.0,1.0,280000,True,False,False,False,False,False,False,False,True,48.883640381,2.238727624
134.0,5.0,3.0,2.0,450000,False,True,False,False,False,False,False,False,True,48.87491844,2.48590027
101.0,5.0,3.0,2.0,307000,True,False,False,False,False,False,False,False,True,48.87491844,2.48590027
55.0,55.0,2.0,1.0,155000,True,False,False,False,False,False,False,False,True,48.684832308,2.676033206
101.0,5.0,4.0,1.0,405000,True,False,False,False,False,False,False,False,True,48.91591925,2.287808861
93.51015801354401,1.0,2.541371158392435,1.3101736972704714,68000,True,False,False,False,False,False,False,False,True,48.938717628,2.530589988
93.51015801354401,1.0,2.541371158392435,1.3101736972704714,68000,True,False,False,False,False,False,False,False,True,48.938717628,2.530589988
40.0,1.0,1.0,1.0,420000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
264.0,7.0,5.0,3.0,320000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
190.0,6.0,5.0,1.0,140000,True,False,False,False,False,False,False,False,True,48.970423332,2.404581275
45.0,2.0,1.0,1.0,170000,True,False,False,False,False,False,False,False,True,48.685086033,2.266929714
160.0,160.0,13.0,8.0,550000,False,True,False,False,False,False,False,False,True,48.884683095,2.438075777
160.0,160.0,13.0,8.0,550000,False,True,False,False,False,False,False,False,True,48.884683095,2.438075777
45.0,4.0,3.0,1.0,22878,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
405.0,5.0,1.0,1.0,70000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
22.0,2.0,1.0,1.0,140000,True,False,False,False,False,False,False,False,True,48.821542393,2.287396637
100.0,5.0,4.0,1.3101736972704714,254400,False,True,False,False,False,False,False,False,True,48.345169683,2.237202381
70.0,3.0,2.541371158392435,1.0,155150,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
70.0,3.0,2.541371158392435,1.0,155150,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
129.0,6.0,4.0,2.0,310000,False,True,False,False,False,False,False,False,True,48.661326984,2.330542445
80.0,5.0,3.0,1.0,250000,True,False,False,False,False,False,False,False,True,48.956644571,2.384861241
61.0,3.0,2.0,1.0,510000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
61.0,3.0,2.0,1.0,510000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
71.0,3.0,2.0,1.0,169000,True,False,False,False,False,False,False,False,True,48.993711113,2.194320017
260.0,7.0,4.0,2.0,890000,False,True,False,False,False,False,False,False,True,48.926070398,2.21192311
58.0,3.0,2.0,1.0,140000,True,False,False,False,False,False,False,False,True,48.970423332,2.404581275
35.0,2.0,1.0,1.0,320000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
65.0,2.0,1.0,1.0,520000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
52.0,3.0,2.0,1.0,260000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
93.0,6.0,4.0,2.0,300000,False,True,False,False,False,False,False,False,True,48.961062049,2.363217687
34.0,2.0,1.0,1.0,165000,True,False,False,False,False,False,False,False,True,48.820377155,1.882792132
110.0,5.0,4.0,1.0,260000,False,True,False,False,False,False,False,False,True,49.088264977,1.6342024890000002
85.0,4.0,3.0,1.0,275000,False,True,False,False,False,False,False,False,True,49.041098761,1.998749157
130.0,6.0,4.0,2.0,340000,False,True,False,False,False,False,False,False,True,48.661326984,2.330542445
405.0,9.0,2.0,2.0,90000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
67.0,3.0,2.0,1.0,190000,True,False,False,False,False,False,False,False,True,49.027507823,1.975650874
65.0,3.0,2.0,1.0,130000,True,False,False,False,False,False,False,False,True,48.938717628,2.530589988
74.0,4.0,2.0,1.0,380000,True,False,False,False,False,False,False,False,True,48.926810989,2.122439577
30.0,2.0,1.0,1.0,178000,True,False,False,False,False,False,False,False,True,48.904081231,2.305966988
30.0,2.0,1.0,1.0,97000,True,False,False,False,False,False,False,False,True,48.531838018,2.234442297
48.0,3.0,2.0,1.0,157000,True,False,False,False,False,False,False,False,True,48.970064721,2.345419123
48.0,3.0,2.0,1.0,157000,True,False,False,False,False,False,False,False,True,48.970064721,2.345419123
77.0,3.0,2.0,1.0,260000,True,False,False,False,False,False,False,False,True,48.971716801,2.326433561
90.0,4.0,2.0,1.0,290000,True,False,False,False,False,False,False,False,True,48.406515646,2.680925371
28.0,2.0,1.0,1.0,160000,True,False,False,False,False,False,False,False,True,48.796455388,2.254300971
16.0,1.0,2.541371158392435,1.0,80000,True,False,False,False,False,False,False,False,True,48.926810989,2.122439577
21.0,1.0,1.0,1.0,95000,True,False,False,False,False,False,False,False,True,48.796134091,2.421407444
140.0,6.0,5.0,1.0,315000,False,True,False,False,False,False,False,False,True,48.303340526,2.827154447
93.51015801354401,3.0,2.0,1.3101736972704714,73000,False,True,False,False,False,False,False,False,True,48.872773777,3.332858845
93.51015801354401,3.0,2.0,1.3101736972704714,48000,False,True,False,False,False,False,False,False,True,48.872773777,3.332858845
93.51015801354401,3.0,2.0,1.0,68000,False,True,False,False,False,False,False,False,True,48.872773777,3.332858845
78.0,4.0,2.0,2.0,209000,False,True,False,False,False,False,False,False,True,48.919719465,-0.605313832
93.51015801354401,6.0,4.0,1.0,220000,False,True,False,False,False,False,False,False,True,48.872773777,3.332858845
250.0,11.0,2.541371158392435,1.3101736972704714,495000,False,True,False,False,False,False,False,False,True,48.677735132,2.421499681
118.0,7.0,5.0,2.0,138000,False,True,False,False,False,False,False,False,True,49.003563215,2.739419053
100.0,4.0,3.0,1.0,295000,False,True,False,False,False,False,False,False,True,48.637231884,2.769101712
100.0,5.0,3.0,1.0,163000,False,True,False,False,False,False,False,False,True,48.587355138,3.138417782
70.0,4.0,2.0,1.0,120000,True,False,False,False,False,False,False,False,True,45.608600369,4.787169917
122.0,6.0,4.0,2.0,450000,False,True,False,False,False,False,False,False,True,49.051577748,2.094574042
63.0,3.0,2.0,1.0,168000,True,False,False,False,False,False,False,False,True,48.602792939,-1.411072643
63.0,3.0,2.0,1.0,168000,True,False,False,False,False,False,False,False,True,48.602792939,-1.411072643
63.0,3.0,2.0,1.0,168000,True,False,False,False,False,False,False,False,True,48.602792939,-1.411072643
63.0,3.0,2.0,1.0,168000,True,False,False,False,False,False,False,False,True,48.602792939,-1.411072643
93.51015801354401,2.0,1.0,1.0,158000,True,False,False,False,False,False,False,False,True,48.923469067,2.444562389
90.0,5.0,3.0,1.0,270000,False,True,False,False,False,False,False,False,True,48.26855397,3.259845097
27.0,2.0,1.0,1.0,115000,True,False,False,False,False,False,False,False,True,48.945834186,2.493478267
32.0,3.0,1.0,1.0,140000,True,False,False,False,False,False,False,False,True,48.764258643,2.417182182
148.0,5.0,3.0,2.0,395000,False,True,False,False,False,False,False,False,True,48.817396568,2.516989292
50.0,2.0,1.0,1.0,420000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
170.0,9.0,5.0,2.0,670000,False,True,False,False,False,False,False,False,True,48.817396568,2.516989292
73.0,3.0,2.0,1.0,30000,True,False,False,False,False,False,False,False,True,48.836247784,2.564607121
74.0,3.0,2.0,1.0,289000,True,False,False,False,False,False,False,False,True,48.783768446,2.454728618
67.0,3.0,2.0,1.0,185000,True,False,False,False,False,False,False,False,True,48.971716801,2.326433561
135.0,6.0,4.0,1.0,200000,False,True,False,False,False,False,False,False,True,48.508545853,3.299502457
21.0,1.0,1.0,1.0,77000,True,False,False,False,False,False,False,False,True,48.524357339,2.697674267
100.0,3.0,2.0,2.0,149000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
100.0,3.0,2.0,2.0,149000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
64.0,3.0,2.0,1.0,210000,True,False,False,False,False,False,False,False,True,48.71619444,2.493068637
100.0,3.0,2.0,2.0,149000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
70.0,3.0,2.0,1.0,172000,True,False,False,False,False,False,False,False,True,48.817396568,2.516989292
34.0,1.0,1.0,1.0,225000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
30.0,2.0,2.0,1.0,28900,False,True,False,False,False,False,False,False,True,48.344351413,2.897954226
70.0,3.0,2.0,1.0,85000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
100.0,3.0,2.0,2.0,149000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
31.0,5.806741573033708,2.541371158392435,1.0,158000,True,False,False,False,False,False,False,False,True,48.802486955,1.7682772240000002
93.51015801354401,3.0,2.0,1.0,200000,False,True,False,False,False,False,False,False,True,48.890767137,2.639890249
48.0,2.0,1.0,1.0,315000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
45.0,2.0,1.0,1.0,35000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
100.0,3.0,2.0,2.0,149000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
93.51015801354401,5.806741573033708,2.541371158392435,1.3101736972704714,165000,False,True,False,False,False,False,False,False,True,48.68419191,2.349018833
100.0,3.0,2.0,2.0,149000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
112.0,4.0,2.541371158392435,2.0,35000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
105.0,4.0,3.0,1.3101736972704714,250000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
65.0,3.0,2.0,1.0,240000,True,False,False,False,False,False,False,False,True,49.019103435,2.160347072
67.0,4.0,3.0,1.0,210000,True,False,False,False,False,False,False,False,True,48.406515646,2.680925371
60.0,3.0,2.0,1.0,215000,True,False,False,False,False,False,False,False,True,48.60739655,2.623860846
35.0,5.806741573033708,2.0,1.3101736972704714,56000,False,True,False,False,False,False,False,False,True,48.94283572,1.60729331
65.0,3.0,2.0,1.0,240000,True,False,False,False,False,False,False,False,True,49.019103435,2.160347072
41.0,3.0,2.0,1.0,100000,True,False,False,False,False,False,False,False,True,48.904081231,2.305966988
50.0,3.0,2.0,1.3101736972704714,75000,False,True,False,False,False,False,False,False,True,48.563172865,3.219258483
33.0,1.0,2.541371158392435,1.0,136000,True,False,False,False,False,False,False,False,True,48.896168757,2.207090178
86.0,4.0,3.0,1.0,250000,False,True,False,False,False,False,False,False,True,48.941663812,2.851027449
62.0,3.0,2.0,1.0,320000,False,True,False,False,False,False,False,False,True,48.951531886,2.240388744
50.0,3.0,1.0,1.0,150000,True,False,False,False,False,False,False,False,True,48.626896994,2.43011442
45.0,2.0,1.0,1.0,149500,True,False,False,False,False,False,False,False,True,48.584512665,2.586244938
93.51015801354401,5.806741573033708,2.541371158392435,1.3101736972704714,39000,True,False,False,False,False,False,False,False,True,48.928110279,2.8985533720000003
350.0,16.0,8.0,8.0,380000,False,True,False,False,False,False,False,False,True,48.187022098,2.747316996
93.51015801354401,5.806741573033708,2.541371158392435,1.3101736972704714,88000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
50.0,3.0,2.541371158392435,1.0,160000,True,False,False,False,False,False,False,False,True,48.774023154,2.8259164830000003
434.0,7.0,6.0,2.0,440000,False,True,False,False,False,False,False,False,True,48.695361532,2.461939706
110.0,5.0,3.0,1.0,450000,False,True,False,False,False,False,False,False,True,48.788118568,2.394516098
104.0,3.0,2.0,2.0,1030000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
90.0,5.0,3.0,1.0,360000,False,True,False,False,False,False,False,False,True,48.760790808,2.385495992
70.0,4.0,3.0,1.0,180000,True,False,False,False,False,False,False,False,True,48.765666849,2.533133337
121.0,6.0,4.0,2.0,370000,False,True,False,False,False,False,False,False,True,48.597005764,2.424587432
60.0,60.0,2.0,1.0,380000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
145.0,4.0,2.541371158392435,1.3101736972704714,207000,False,True,False,False,False,False,False,False,True,48.774023154,2.8259164830000003
67.0,2.0,2.541371158392435,1.3101736972704714,140000,False,True,False,False,False,False,False,False,True,48.774023154,2.8259164830000003
217.0,4.0,4.0,2.0,70000,True,False,False,False,False,False,False,False,True,48.971927968,2.252832517
93.51015801354401,2.0,1.0,1.3101736972704714,85000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
114.0,5.0,4.0,2.0,280000,False,True,False,False,False,False,False,False,True,48.382397701,2.4587028330000003
40.0,3.0,2.0,2.0,160000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
94.0,5.0,3.0,1.0,220000,True,False,False,False,False,False,False,False,True,48.524357339,2.697674267
73.0,3.0,2.0,1.0,220000,True,False,False,False,False,False,False,False,True,49.051577748,2.094574042
50.0,2.0,1.0,1.0,160000,False,True,False,False,False,False,False,False,True,48.419818579,2.769157835
110.0,3.0,2.0,2.0,820000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
110.0,5.0,3.0,2.0,320000,True,False,False,False,False,False,False,False,True,49.063645075,2.016295404
200.0,6.0,3.0,1.0,110000,False,True,False,False,False,False,False,False,True,48.524357339,2.697674267
66.0,3.0,2.0,1.0,190000,True,False,False,False,False,False,False,False,True,48.955045923,2.313968877
100.0,4.0,3.0,2.0,370000,False,True,False,False,False,False,False,False,True,48.936210518,2.427612443
45.0,2.0,1.0,1.0,120000,True,False,False,False,False,False,False,False,True,48.26855397,3.259845097
80.0,4.0,2.0,1.0,260000,False,True,False,False,False,False,False,False,True,48.408982002,2.807741767
200.0,4.0,2.0,1.0,140000,False,True,False,False,False,False,False,False,True,48.872773777,3.332858845
65.0,3.0,2.0,1.0,230000,False,True,False,False,False,False,False,False,True,48.786864927,2.613875011
43.0,2.0,1.0,1.0,158000,True,False,False,False,False,False,False,False,True,48.923469067,2.444562389
25.0,1.0,1.0,1.0,86000,True,False,False,False,False,False,False,False,True,48.990236727,2.381117319
70.0,3.0,1.0,1.0,460000,False,True,False,False,False,False,False,False,True,48.749986765,2.299028344
250.0,5.806741573033708,2.541371158392435,1.3101736972704714,150000,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
221.0,4.0,3.0,1.0,498000,False,True,False,False,False,False,False,False,True,48.912490578,2.384529976
75.0,2.0,3.0,1.0,115000,True,False,False,False,False,False,False,False,True,45.608600369,4.787169917
88.0,5.0,3.0,1.0,190000,True,False,False,False,False,False,False,False,True,49.346844104,3.039397385
58.0,3.0,2.0,1.0,258000,True,False,False,False,False,False,False,False,True,48.807476404,2.192088547
160.0,6.0,4.0,2.0,445000,False,True,False,False,False,False,False,False,True,48.763940835,2.680230189
109.0,5.0,3.0,1.0,333000,False,True,False,False,False,False,False,False,True,48.786864927,2.613875011
105.0,6.0,4.0,1.0,272000,False,True,False,False,False,False,False,False,True,49.346844104,3.039397385
79.0,4.0,2.0,1.0,235000,True,False,False,False,False,False,False,False,True,48.991738548,2.320739048
88.0,4.0,2.0,2.0,50000,False,True,False,False,False,False,False,False,True,48.84091864,2.890551132
96.0,5.0,4.0,2.0,295000,False,True,False,False,False,False,False,False,True,48.659188075,2.725984418
39.0,2.0,1.0,1.0,145000,True,False,False,False,False,False,False,False,True,48.422589066,1.95754312
73.0,4.0,3.0,1.0,145000,True,False,False,False,False,False,False,False,True,48.495502791,2.600426959
110.0,6.0,3.0,1.0,150000,True,False,False,False,False,False,False,False,True,48.539635881,2.629511597
108.0,4.0,2.0,1.0,540000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
40.0,2.0,1.0,1.0,14000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
77.0,4.0,3.0,1.0,206000,True,False,False,False,False,False,False,False,True,48.602792939,-1.411072643
91.0,91.0,3.0,1.0,32300,False,True,False,False,False,False,False,False,True,48.86287791,2.3599986
47.0,2.0,1.0,1.0,175000,True,False,False,False,False,False,False,False,True,48.993711113,2.194320017
114.0,6.0,3.0,1.0,240000,True,False,False,False,False,False,False,False,True,48.783768446,2.454728618
85.0,5.0,4.0,1.0,195000,True,False,False,False,False,False,False,False,True,48.990236727,2.381117319
50.0,3.0,2.0,1.0,150000,True,False,False,False,False,False,False,False,True,48.920002762,2.535619525
118.0,5.0,4.0,2.0,245000,False,True,False,False,False,False,False,False,True,48.563172865,3.219258483
80.0,4.0,2.0,1.0,369000,True,False,False,False,False,False,False,False,True,48.926810989,2.122439577
60.0,3.0,2.0,1.0,1707000,True,False,False,False,False,False,False,False,True,48.87491844,2.48590027
84.0,4.0,3.0,1.0,269000,True,False,False,False,False,False,False,False,True,48.907435801,2.439842933
56.0,3.0,2.0,1.0,120000,True,False,False,False,False,False,False,False,True,48.908015138,2.546295743
65.0,3.0,2.0,1.0,100000,True,False,False,False,False,False,False,False,True,48.904081231,2.305966988
65.0,3.0,3.0,1.0,100000,True,False,False,False,False,False,False,False,True,48.904081231,2.305966988
100.0,5.0,3.0,1.0,280000,False,True,False,False,False,False,False,False,True,48.84091864,2.890551132
23.0,1.0,1.0,1.0,140000,True,False,False,False,False,False,False,False,True,48.802292474,2.117410101
70.0,4.0,2.0,1.0,180000,True,False,False,False,False,False,False,False,True,45.608600369,4.787169917
100.0,4.0,3.0,1.0,255000,False,True,False,False,False,False,False,False,True,48.774023154,2.8259164830000003
130.0,5.0,3.0,2.0,375000,False,True,False,False,False,False,False,False,True,48.898040819,2.566549678
500.0,13.0,7.0,6.0,1707000,False,True,False,False,False,False,False,False,True,48.87491844,2.48590027
121.0,5.0,4.0,1.0,780000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
180.0,8.0,4.0,2.0,265000,False,True,False,False,False,False,False,False,True,48.709852705,3.393426506
30.0,1.0,2.541371158392435,1.0,72000,True,False,False,False,False,False,False,False,True,48.938717628,2.530589988
68.0,4.0,3.0,1.0,155000,True,False,False,False,False,False,False,False,True,49.06293876,2.567173124
48.0,2.0,1.0,1.0,215000,True,False,False,False,False,False,False,False,True,48.904081231,2.305966988
90.0,4.0,3.0,1.0,245000,False,True,False,False,False,False,False,False,True,48.819430023,2.609262864
15.0,1.0,2.541371158392435,1.0,64000,True,False,False,False,False,False,False,False,True,48.945834186,2.493478267
93.0,5.0,3.0,1.0,235000,False,True,False,False,False,False,False,False,True,48.789779958,2.660952483
93.0,5.0,3.0,1.0,235000,False,True,False,False,False,False,False,False,True,48.789779958,2.660952483
59.0,3.0,2.0,1.0,189000,True,False,False,False,False,False,False,False,True,48.907435801,2.439842933
93.51015801354401,5.806741573033708,2.541371158392435,1.3101736972704714,560000,False,True,False,False,False,False,False,False,True,48.538911417,2.524704829
55.0,2.0,1.0,1.0,160000,True,False,False,False,False,False,False,False,True,48.817381128,2.046651464
100.0,5.0,3.0,2.0,350000,False,True,False,False,False,False,False,False,True,48.861105557,2.57585149
125.0,7.0,4.0,1.0,250000,False,True,False,False,False,False,False,False,True,49.027507823,1.975650874
50.0,3.0,2.0,1.0,22000,False,True,False,False,False,False,False,False,True,49.244359534,-0.027793551
135.0,8.0,5.0,1.0,350000,False,True,False,False,False,False,False,False,True,48.340635219,2.750259737
145.0,6.0,4.0,2.0,262000,False,True,False,False,False,False,False,False,True,48.584512665,2.586244938
93.0,4.0,3.0,1.0,240000,False,True,False,False,False,False,False,False,True,49.041951735,3.108120761
70.0,4.0,2.0,1.0,130000,False,True,False,False,False,False,False,False,True,48.524357339,2.697674267
77.0,3.0,3.0,1.0,250000,True,False,False,False,False,False,False,False,True,48.783768446,2.454728618
84.0,5.0,4.0,1.0,280000,False,True,False,False,False,False,False,False,True,48.881719762,2.545716677
75.0,5.0,3.0,1.0,255000,False,True,False,False,False,False,False,False,True,49.051577748,2.094574042
56.0,2.0,1.0,1.0,170000,True,False,False,False,False,False,False,False,True,48.945850142,1.920725015
12.0,1.0,2.541371158392435,1.0,147000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
25.0,2.0,1.0,1.0,11000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
9.0,5.806741573033708,2.541371158392435,1.3101736972704714,89000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
55.0,2.0,1.0,1.0,181000,True,False,False,False,False,False,False,False,True,48.786864927,2.613875011
174.0,6.0,3.0,2.0,410000,False,True,False,False,False,False,False,False,True,48.970064721,2.345419123
82.0,4.0,3.0,1.0,249000,True,False,False,False,False,False,False,False,True,48.764258643,2.417182182
60.0,3.0,2.0,1.0,195000,True,False,False,False,False,False,False,False,True,48.812531997,1.946829653
80.0,3.0,2.0,1.0,390000,True,False,False,False,False,False,False,False,True,48.86287791,2.3599986
96.0,4.0,3.0,2.0,178000,True,False,False,False,False,False,False,False,True,48.945834186,2.493478267
28.0,2.0,1.0,1.0,138000,True,False,False,False,False,False,False,False,True,48.796455388,2.254300971
45.0,2.0,1.0,1.0,135000,True,False,False,False,False,False,False,False,True,49.025890296,2.384418866
110.0,5.0,4.0,1.0,220000,False,True,False,False,False,False,False,False,True,49.122876265,2.201090519
122.0,4.0,2.0,1.0,375000,True,False,False,False,False,False,False,False,True,48.951531886,2.240388744
95.0,5.0,3.0,1.0,228000,False,True,False,False,False,False,False,False,True,48.763240732,3.076987933
90.0,5.0,3.0,1.0,210000,True,False,False,False,False,False,False,False,True,48.745502894,2.489056972
90.0,4.0,3.0,1.0,500000,False,True,False,False,False,False,False,False,True,48.922750857,2.247051842
54.0,3.0,2.0,1.0,25000,False,True,False,False,False,False,False,False,True,48.344351413,2.897954226
47.0,2.0,1.0,1.0,190000,True,False,False,False,False,False,False,False,True,48.898414495,2.255695763
76.0,4.0,3.0,1.0,280000,True,False,False,False,False,False,False,False,True,48.836665517,2.481752082
150.0,5.806741573033708,4.0,2.0,200000,False,True,False,False,False,False,False,False,True,49.346844104,3.039397385
93.51015801354401,5.0,3.0,2.0,345000,False,True,False,False,False,False,False,False,True,48.990236727,2.381117319
93.51015801354401,5.806741573033708,2.541371158392435,1.3101736972704714,250000,True,False,False,False,False,False,False,False,True,49.051577748,2.094574042
131.0,6.0,5.0,2.0,250000,True,False,False,False,False,False,False,False,True,49.051577748,2.094574042
50.0,2.0,1.0,1.0,126000,True,False,False,False,False,False,False,False,True,48.704173357,2.427472385
